variant_id,entity_id,canonical_key,variant_name,variant_language,is_preferred,source_refs_sample
VAR_18CA472AE2,ENT_8EA99F291C,حضرت سید جلال الدین سرخ پوش بخاری کی شخصیت ان دونوں سلاسل کے امتزاج کا,حضرت سید جلال الدین سرخ پوش بخاری کی شخصیت ان دونوں سلاسل کے امتزاج کا,ur/ar,yes,SRC003 p.1 line 1652
VAR_B82843F67D,ENT_A3F3D49653,حضرت سید جلال الدین سرخ پوش بخاری کی ولادت ہويی۔,حضرت سید جلال الدین سرخ پوش بخاری کی ولادت ہوئی۔,ur/ar,yes,SRC003 p.1 line 1146
VAR_E10B330A02,ENT_7669E0E438,حضرت سید جلال الدین سرخ پوش بخاری کے والد کے طور پر حاصل ہے، جنہوں,حضرت سید جلال الدین سرخ پوش بخاری کے والد کے طور پر حاصل ہے، جنہوں,ur/ar,yes,SRC003 p.1 line 1176
VAR_0F5E6BFEDE,ENT_F474B6B9D2,حضرت سید جمال الدین بخاری رحمۃ اللہ علیہ جن کے ذریعے خاندانی ذمہ داریاں اگلے,حضرت سید جمالُ الدین بخاری رحمۃ اللہ علیہ جن کے ذریعے خاندانی ذمہ داریاں اگلے,ur/ar,yes,SRC003 p.1 line 1495
VAR_D2F237959E,ENT_64677983E9,حضرت سید خواجہ قطب الدین مودود چشتی رحمۃ اللہ علیہ، منصہ ارشاد پر فايز ہويے,حضرت سید خواجہ قطب الدین مودود چشتی رحمۃ اللہ علیہ، منصۂ ارشاد پر فائز ہوئے,ur/ar,yes,SRC003 p.1 line 1934
VAR_1EE5CB16C2,ENT_D0D5DF326C,حضرت سید سلطان احمد کبیر رحمۃ اللہ علیہ فرزند قطب الاقطاب حضرت سید جلال الدین,حضرت سید سلطان احمد کبیر رحمۃ اللہ علیہ (فرزندِ قطب الاقطاب حضرت سید جلال الدین,ur/ar,yes,SRC003 p.1 line 1342
VAR_260407B682,ENT_7A2D6A707E,حضرت سید سلطان احمد کبیر رحمۃ اللہ علیہ کا شمار برصغیر کے عظیم روحانی بزرگوں,حضرت سید سلطان احمد کبیر رحمۃ اللہ علیہ کا شمار برصغیر کے عظیم روحانی بزرگوں,ur/ar,yes,SRC003 p.1 line 1342
VAR_9D06C7FB20,ENT_D910519B77,حضرت سید سلطان جلال الدین حیدر سہروردی لاہوری رحمتہ اللہ علیہ کا وصال ۱۰۱۶ھ میں،,حضرت سید سلطان جلال الدین حیدر سہروردی لاہوری رحمتہ اللہ علیہ کا وصال ۱۰۱۶ھ میں،,ur/ar,yes,SRC003 p.1 line 1530
VAR_1870787FA3,ENT_8CDF417080,حضرت سید شاہ حسین عثمان مروندی المعروف لعل شہباز قلندر رحمۃ اللہ علیہ مشہور ڈھايی,حضرت سید شاہ حسین عثمان مروندی المعروف لعل شہباز قلندر رحمۃ اللہ علیہ مشہور ڈھائی,ur/ar,yes,SRC003 p.1 line 906
VAR_1F532A3D9A,ENT_8039CDEF70,حضرت سید شاہ حسین مروندی المعروف لعل شہباز قلندر رحمۃ اللہ علیہ بن سید کبیر,حضرت سید شاہ حسین مروندی المعروف لعل شہباز قلندر رحمۃ اللہ علیہ بن سید کبیر,ur/ar,yes,SRC003 p.1 line 896
VAR_C115E94898,ENT_7D271A9496,حضرت سید صفی الدین بخاری رحمۃ اللہ علیہ,حضرت سید صفی الدین بخاری رحمۃ اللہ علیہ,ur/ar,yes,SRC003 p.1 line 1506
VAR_81F902E490,ENT_B05FF5AA49,حضرت سید صفی الدین نہ صرف ایک صاحب اثر روحانی بزرگ بلکہ اوچ شریف کے,حضرت سید صفی الدین نہ صرف ایک صاحبِ اثر روحانی بزرگ بلکہ اوچ شریف کے,ur/ar,yes,SRC003 p.1 line 1512
VAR_3C02CCE7D3,ENT_0C544AEDA6,حضرت سید صفی الدین نے مغل سلطنت کی حمایت پر امادگی ظاہر کی اور سادات,حضرت سید صفی الدین نے مغل سلطنت کی حمایت پر آمادگی ظاہر کی اور ساداتِ,ur/ar,yes,SRC003 p.1 line 1519
VAR_43312420AE,ENT_04FAF3A614,حضرت سید صفی الدین وہ مرکزی نسلی کڑی تھے جن کے ذریعے سادات نقوی بخاری,حضرت سید صفی الدین وہ مرکزی نسلی کڑی تھے جن کے ذریعے ساداتِ نقوی بخاری,ur/ar,yes,SRC003 p.1 line 1512
VAR_35DBDEC8AA,ENT_4D0BA9A41B,حضرت سید صفی الدین کا تعلق سادات نقوی بخاری کے اس معزز خانوادے سے تھا,حضرت سید صفی الدین کا تعلق ساداتِ نقوی بخاری کے اُس معزز خانوادے سے تھا,ur/ar,yes,SRC003 p.1 line 1514
VAR_D2C413476F,ENT_61719E7D78,حضرت سید صفی الدین کو منتقل ہوا، جنہوں نے بعد ازاں انہی ذمہ داریوں کو,حضرت سید صفی الدین کو منتقل ہوا، جنہوں نے بعد ازاں انہی ذمہ داریوں کو,ur/ar,yes,SRC003 p.1 line 1511
VAR_8A07B92197,ENT_777979A828,حضرت سید صفی الدین کی تربیت کا نمایاں اثر ان کے صاحبزادگان کی عملی زندگی,حضرت سید صفی الدین کی تربیت کا نمایاں اثر ان کے صاحبزادگان کی عملی زندگی,ur/ar,yes,SRC003 p.1 line 1513
VAR_74EF7345C3,ENT_829ACBBA5F,حضرت سید صفی الدین کی ذات تھی۔,حضرت سید صفی الدین کی ذات تھی۔,ur/ar,yes,SRC003 p.1 line 1518
VAR_A7752B24ED,ENT_F8F0C4ACDE,حضرت سید صفی الدین کی زہد، بے نیازی اور تربیتی اثر پذیری کا واضح مظہر,حضرت سید صفی الدین کی زہد، بے نیازی اور تربیتی اثر پذیری کا واضح مظہر,ur/ar,yes,SRC003 p.1 line 1513
VAR_392255EC03,ENT_B5499454BA,حضرت سید صفی الدین کی قیادت کی نوعیت محض روحانی نہ تھی بلکہ سماجی اور,حضرت سید صفی الدین کی قیادت کی نوعیت محض روحانی نہ تھی بلکہ سماجی اور,ur/ar,yes,SRC003 p.1 line 1515
VAR_5904C17149,ENT_2EC7595C46,حضرت سید صفی الدین کے درمیان رابطہ اور باہمی تعلق قايم ہوا۔,حضرت سید صفی الدین کے درمیان رابطہ اور باہمی تعلق قائم ہوا۔,ur/ar,yes,SRC003 p.1 line 1516
VAR_47FEF43C87,ENT_A3DBC7A748,حضرت سید صفی الدین ہی کے دور میں اوچ شریف سے سادات نقوی بخاری کی,حضرت سید صفی الدین ہی کے دور میں اوچ شریف سے ساداتِ نقوی بخاری کی,ur/ar,yes,SRC003 p.1 line 1513
VAR_7CD1138413,ENT_37284D6382,حضرت سید عبد القادر جیلانی غوث اعظم رحمۃ اللہ علیہ بن سید ابو صالح موسی,حضرت سید عبد القادر جیلانی غوثِ اعظم رحمۃ اللہ علیہ بن سید ابو صالح موسیٰ,ur/ar,yes,SRC003 p.1 line 890
VAR_9F824AC3E8,ENT_FEEFF11ED3,حضرت سید عبد الوہاب شاہ گیلانی، حیدراباد,حضرت سید عبد الوہاب شاہ گیلانی، حیدرآباد,ur/ar,yes,SRC003 p.1 line 4
VAR_8F99A14447,ENT_25DEB37390,حضرت سید عبدالجلیل شاہ رحمۃ اللہ علیہ جن کی نسل اور خدمات بعض علاقوں میں,حضرت سید عبدالجلیل شاہ رحمۃ اللہ علیہ جن کی نسل اور خدمات بعض علاقوں میں,ur/ar,yes,SRC003 p.1 line 1510
VAR_5E133CC449,ENT_E7365CAD50,حضرت سید عبداللہ ایک عالم، زاہد، اور متقی شخصیت تھے۔,حضرت سید عبداللہ ایک عالم، زاہد، اور متقی شخصیت تھے۔,ur/ar,yes,SRC003 p.1 line 835
VAR_7060BB0529,ENT_25EA6530A3,حضرت سید عبداللہ بن علی الاصغر بن جعفر الزکی کی نسل سے تھے۔,حضرت سید عبداللہ بن علی الاصغر بن جعفر الزکی کی نسل سے تھے۔,ur/ar,yes,SRC003 p.1 line 1136
VAR_ACEDD4EEDF,ENT_782AC11746,حضرت سید عبداللہ بن علی الاصغر علیہ الرحمہ حضرت سید عبداللہ بن علی الاصغر بن,حضرت سید عبداللہ بن علی الاصغر علیہ الرحمہ حضرت سید عبداللہ بن علی الاصغر بن,ur/ar,yes,SRC003 p.1 line 833
VAR_D1617D406A,ENT_18D1F27475,حضرت سید عبداللہ بن علی الاصغر نہ صرف نسبی لحاظ سے عظیم المرتبت تھے، بلکہ,حضرت سید عبداللہ بن علی الاصغر نہ صرف نسبی لحاظ سے عظیم المرتبت تھے، بلکہ,ur/ar,yes,SRC003 p.1 line 850
VAR_2B27404358,ENT_F05DA7597A,حضرت سید عبداللہ بن علی الاصغر کی اولاد میں درج ذیل نام منقول ہیں سید,حضرت سید عبداللہ بن علی الاصغر کی اولاد میں درج ذیل نام منقول ہیں: سید,ur/ar,yes,SRC003 p.1 line 839
VAR_3DDEA2E553,ENT_A897AF057D,حضرت سید عبداللہ علیہ السلام والد رسول خدا ، موحد علی ملت ابراہیم حضرت سید,حضرت سید عبداللہ علیہ السلام والدِ رسولِ خدا ، موحد علی ملتِ ابراہیم حضرت سید,ur/ar,yes,SRC003 p.1 line 58
VAR_6248DFA369,ENT_9D3D8A764A,حضرت سید عبداللہ علیہ السلام کی اولاد میں صرف ایک فرزند ہويے حضرت محمد مصطفی,حضرت سید عبداللہ علیہ السلام کی اولاد میں صرف ایک فرزند ہوئے :حضرت محمد مصطفیٰ,ur/ar,yes,SRC003 p.1 line 69
VAR_6DFE19465F,ENT_A0172E84B7,حضرت سید عبداللہ علیہ السلام کی حیات ظاہری مختصر رہی، مگر ان کا کردار، توحید,حضرت سید عبداللہ علیہ السلام کی حیاتِ ظاہری مختصر رہی، مگر ان کا کردار، توحید,ur/ar,yes,SRC003 p.1 line 84
VAR_C8B0613E18,ENT_1F3641AD1C,حضرت سید عبداللہ علیہ السلام کی ولادت عام فیل سے چند سال قبل مکہ مکرمہ,حضرت سید عبداللہ علیہ السلام کی ولادت عامِ فیل سے چند سال قبل مکہ مکرمہ,ur/ar,yes,SRC003 p.1 line 63
VAR_40BC800B6F,ENT_1288CCF59A,حضرت سید عبداللہ علیہ السلام کے وصال کے بعد حضرت امنہ سلام اللہ علیہا نے,حضرت سید عبداللہ علیہ السلام کے وصال کے بعد حضرت آمنہ سلامُ اللہ علیہا نے,ur/ar,yes,SRC003 p.1 line 101
VAR_0F95EB1BB5,ENT_447A0BCE50,حضرت سید عبداللہ کی نسل میں ایک اہم شاخ حضرت محمد ابراہیم اور ان کے,حضرت سید عبداللہ کی نسل میں ایک اہم شاخ حضرت محمد ابراہیم اور ان کے,ur/ar,yes,SRC003 p.1 line 844
VAR_7A8518EA72,ENT_4EEAEA1262,حضرت سید عبداللہ کے خاندان کو علمی، روحانی اور نسبی حوالوں سے معتبر سمجھا گیا,حضرت سید عبداللہ کے خاندان کو علمی، روحانی اور نسبی حوالوں سے معتبر سمجھا گیا,ur/ar,yes,SRC003 p.1 line 838
VAR_9C5C2E152E,ENT_EC5AD22FEB,حضرت سید عبدالمطلب علیہ السلام سید قریش، شیخ البطحاء، ساقی الحاج، رافد الحاج، متولی کعبہ,حضرت سید عبدالمطلب علیہ السلام سیدُ قریش، شیخُ البطحاء، ساقی الحاج، رافد الحاج، متولیٔ کعبہ,ur/ar,yes,SRC003 p.1 line 17
VAR_E0895833C3,ENT_CDD12730AB,حضرت سید عبدالمطلب علیہ السلام شیبہ، سید البطحاء، شیخ الحرم، ساقی الحاج، مطعم الحاج، مالک,حضرت سید عبدالمطلب علیہ السلام شیبہ، سیدُ البطحاء، شیخُ الحرم، ساقیُ الحاج، مطعمُ الحاج، مالکِ,ur/ar,yes,SRC003 p.1 line 17
VAR_3571995069,ENT_CABDE49E41,حضرت سید عبدالمطلب علیہ السلام کی شخصیت صرف ایک قبايلی سردار تک محدود نہ تھی,حضرت سید عبدالمطلب علیہ السلام کی شخصیت صرف ایک قبائلی سردار تک محدود نہ تھی,ur/ar,yes,SRC003 p.1 line 36
VAR_B257B475AA,ENT_220ED70572,حضرت سید عثمان مروندی المعروف لعل شہباز قلندر رحمۃ اللہ علیہ سے رہی، یہاں تک,حضرت سید عثمان مروندی المعروف لعل شہباز قلندر رحمۃ اللہ علیہ سے رہی، یہاں تک,ur/ar,yes,SRC003 p.1 line 932
VAR_5FC279D33C,ENT_EE69E2C40D,حضرت سید علم الدین بخاری رحمۃ اللہ علیہ کے تین صاحبزادے تھے، جن کے ذریعے,حضرت سید علم الدین بخاری رحمۃ اللہ علیہ کے تین صاحبزادے تھے، جن کے ذریعے,ur/ar,yes,SRC003 p.1 line 1494
VAR_79AB11E6EC,ENT_AED4186587,حضرت سید علم الدین بن سید جمال الدین بخاری رحمۃ اللہ علیہ حضرت سید علم,حضرت سید علم الدین بن سید جمالُ الدین بخاری رحمۃ اللہ علیہ حضرت سید علم,ur/ar,yes,SRC003 p.1 line 1489
VAR_CB97541343,ENT_AD820F4243,حضرت سید علم الدین بن ناصر الدین بن مخدوم جہانیاں بخاری رحمۃ اللہ علیہ سلسلہ,حضرت سید علم الدین بن ناصر الدین بن مخدوم جہانیاں بخاری رحمۃ اللہ علیہ (سلسلہ,ur/ar,yes,SRC003 p.1 line 1466
VAR_E700283BE2,ENT_221DEE5A83,حضرت سید علم الدین رحمۃ اللہ علیہ اسی خاموش، باوقار اور غیر تصادم کے نمايندہ,حضرت سید علم الدین رحمۃ اللہ علیہ اسی خاموش، باوقار اور غیر تصادم کے نمائندہ,ur/ar,yes,SRC003 p.1 line 1493
VAR_483DB0C0FC,ENT_B5A8427BEA,حضرت سید علم الدین رحمۃ اللہ علیہ سلسلہ جلالیہ کے ممتاز و موقر بزرگ تھے,حضرت سید علم الدین رحمۃ اللہ علیہ سلسلہ جلالیہ کے ممتاز و موقر بزرگ تھے,ur/ar,yes,SRC003 p.1 line 1466
VAR_E36029763D,ENT_D962440C11,حضرت سید علم الدین رحمۃ اللہ علیہ نہایت سادہ مزاج، منکسر المزاج اور زہد و,حضرت سید علم الدین رحمۃ اللہ علیہ نہایت سادہ مزاج، منکسر المزاج اور زہد و,ur/ar,yes,SRC003 p.1 line 1470
VAR_08AB96D811,ENT_27188683BB,حضرت سید علم الدین رحمۃ اللہ علیہ کا تعلق سادات حسینیہ، نقوی بخاری سے تھا,حضرت سید علم الدین رحمۃ اللہ علیہ کا تعلق ساداتِ حسینیہ، نقوی بخاری سے تھا,ur/ar,yes,SRC003 p.1 line 1490
VAR_64851F222F,ENT_76F9100DEC,حضرت سید علم الدین رحمۃ اللہ علیہ کا زمانہ وہ دور تھا جب سادات بخاری,حضرت سید علم الدین رحمۃ اللہ علیہ کا زمانہ وہ دور تھا جب ساداتِ بخاری,ur/ar,yes,SRC003 p.1 line 1491
VAR_9F7458A946,ENT_DA809D1006,حضرت سید علم الدین رحمۃ اللہ علیہ کی اولاد اج بھی برصغیر کے مختلف علاقوں,حضرت سید علم الدین رحمۃ اللہ علیہ کی اولاد آج بھی برصغیر کے مختلف علاقوں,ur/ar,yes,SRC003 p.1 line 1479
VAR_56386005F7,ENT_3ACD1BF7EF,حضرت سید علم الدین رحمۃ اللہ علیہ کے حالات زندگی تفصیلی تذکروں میں کم ملتے,حضرت سید علم الدین رحمۃ اللہ علیہ کے حالاتِ زندگی تفصیلی تذکروں میں کم ملتے,ur/ar,yes,SRC003 p.1 line 1500
VAR_518317DA1E,ENT_A5B3817661,حضرت سید علی ابو المويید بخاری کی ولادت ہويی۔,حضرت سید علی ابو الموئید بخاری کی ولادت ہوئی۔,ur/ar,yes,SRC003 p.1 line 1185
VAR_91C0CEA795,ENT_85ECDAC8EE,حضرت سید علی ابو المويید بخاری کے اباء میں حضرت سید احمد شاہ بن سید,حضرت سید علی ابو الموئید بخاری کے آباء میں حضرت سید احمد شاہ بن سید,ur/ar,yes,SRC003 p.1 line 1182
VAR_4B6B577AB4,ENT_771C05A9F2,حضرت سید علی ابو الموید بخاری جیسے جلیل القدر بزرگ پیدا ہويے، جن کے فرزند,حضرت سید علی ابو المؤید بخاری جیسے جلیل القدر بزرگ پیدا ہوئے، جن کے فرزند,ur/ar,yes,SRC003 p.1 line 1154
VAR_130FDB3006,ENT_4D934E8631,حضرت سید علی المعید بخاری علیہ الرحمہ حضرت سید علی المعید بخاری علیہ الرحمہ سادات,حضرت سید علی المعید بخاری علیہ الرحمہ حضرت سید علی المعید بخاری علیہ الرحمہ ساداتِ,ur/ar,yes,SRC003 p.1 line 1173
VAR_F5426109E7,ENT_8B79411A36,حضرت سید علی المعید بخاری کی زندگی کا بڑا حصہ بخارا میں گزرا جہاں اپ,حضرت سید علی المعید بخاری کی زندگی کا بڑا حصہ بخارا میں گزرا جہاں آپ,ur/ar,yes,SRC003 p.1 line 1179
VAR_C1C1EB755C,ENT_F5E74936A6,حضرت سید علی المعید نے اپنے فرزند کو بچپن ہی سے تعلیم و تربیت دی,حضرت سید علی المعید نے اپنے فرزند کو بچپن ہی سے تعلیم و تربیت دی,ur/ar,yes,SRC003 p.1 line 1177
VAR_3C132E2460,ENT_19905855C9,حضرت سید علی عرب نقوی نے ہجرت کی، اور سنہ ۶۳۰ھ میں مراداباد کے نزدیک,حضرت سید علی عرب نقوی نے ہجرت کی، اور سنہ ۶۳۰ھ میں مرادآباد کے نزدیک,ur/ar,yes,SRC003 p.1 line 1958
VAR_43C7F50156,ENT_7CC0C38A67,حضرت سید علی عرب نیشاپوری رحمۃ اللہ علیہ ہیں، جو نیشاپور سے ہجرت کر کے,حضرت سید علی عرب نیشاپوری رحمۃ اللّٰہ علیہ ہیں، جو نیشاپور سے ہجرت کر کے,ur/ar,yes,SRC003 p.1 line 1903
VAR_3313757E39,ENT_60611ABDA2,حضرت سید عمر بخاری رحمۃ اللہ علیہ قدیم خاندانی شجروں اور روایتی نسبی مصادر کے,حضرت سید عمر بخاری رحمۃ اللہ علیہ قدیم خاندانی شجروں اور روایتی نسبی مصادر کے,ur/ar,yes,SRC003 p.1 line 1507
VAR_1EBEF64379,ENT_D69B9917B5,حضرت سید عمر رحمۃ اللہ علیہ کے دو صاحبزادے تھے، جن کے ذریعے اپ کی,حضرت سید عمر رحمۃ اللہ علیہ کے دو صاحبزادے تھے، جن کے ذریعے آپ کی,ur/ar,yes,SRC003 p.1 line 1507
VAR_5088A4F060,ENT_B9890B6CEB,حضرت سید قطب شاہ رحمۃ اللہ علیہ جن کا شمار سادات بخاری کے ان افراد,حضرت سید قطب شاہ رحمۃ اللہ علیہ جن کا شمار ساداتِ بخاری کے اُن افراد,ur/ar,yes,SRC003 p.1 line 1508
VAR_1125EC426F,ENT_6273BAD2A3,حضرت سید محمد بخاری علیہ الرحمہ حضرت سید محمد بخاری، حضرت سید علی ابو المويید,حضرت سید محمد بخاری علیہ الرحمہ حضرت سید محمد بخاری، حضرت سید علی ابو الموئید,ur/ar,yes,SRC003 p.1 line 1158
VAR_B4036AF01F,ENT_BA99547D44,حضرت سید محمد بخاری کا قیام بخارا اور ماوراءالنہر کے علمی و روحانی ماحول میں,حضرت سید محمد بخاری کا قیام بخارا اور ماوراءالنہر کے علمی و روحانی ماحول میں,ur/ar,yes,SRC003 p.1 line 1165
VAR_6B2B7F258A,ENT_84102C140D,حضرت سید محمد بخاری کو ایک متقی، پرہیزگار، اور صاحب ولایت شخصیت کے طور پر,حضرت سید محمد بخاری کو ایک متقی، پرہیزگار، اور صاحبِ ولایت شخصیت کے طور پر,ur/ar,yes,SRC003 p.1 line 1161
VAR_A6147F61AD,ENT_97FDB6542F,حضرت سید محمد بخاری کے حالات زندگی تفصیل سے محفوظ نہیں، تاہم ان کا ذکر,حضرت سید محمد بخاری کے حالاتِ زندگی تفصیل سے محفوظ نہیں، تاہم ان کا ذکر,ur/ar,yes,SRC003 p.1 line 1166
VAR_DBE0D8C126,ENT_C01B53E668,حضرت سید محمد شاہ بخاری المعروف موج دریا بخاری رحمۃ اللہ علیہ شجرہ و حالات,حضرت سید محمد شاہ بخاری المعروف موجِ دریا بخاری رحمۃ اللہ علیہ: شجرہ و حالات,ur/ar,yes,
VAR_DD0EAF6642,ENT_3694D63F54,حضرت سید محمد شاہ بخاری المعروف موج دریا بخاری رحمۃ اللہ علیہ شجرہ و حالات،,حضرت سید محمد شاہ بخاری المعروف موجِ دریا بخاری رحمۃ اللہ علیہ: شجرہ و حالات،,ur/ar,yes,SRC003 p.1 line 935; SRC003 p.1 line 951
VAR_DD56CB2DF1,ENT_52D20CEA8C,حضرت سید محمد موج دریا بخاری اور حضرت سید جلال الدین حیدر بخاری لاہوری جیسی,حضرت سید محمد موجِ دریا بخاری اور حضرت سید جلال الدین حیدر بخاری لاہوری جیسی,ur/ar,yes,SRC003 p.1 line 1512
VAR_C3A7B18993,ENT_09B60323DF,حضرت سید محمد موج دریا بطور نايب حضرت سید محمد موج دریا اپنے والد کے,حضرت سید محمد موجِ دریا بطور نائب حضرت سید محمد موجِ دریا اپنے والد کے,ur/ar,yes,SRC003 p.1 line 1520
VAR_E647EEA043,ENT_D0CD93651B,حضرت سید محمد موج دریا نے عملی سیاست اور دنیاوی معاملات سے کنارہ کشی اختیار,حضرت سید محمد موجِ دریا نے عملی سیاست اور دنیاوی معاملات سے کنارہ کشی اختیار,ur/ar,yes,SRC003 p.1 line 1522
VAR_77D1FF5305,ENT_04A69C95B7,حضرت سید محمد موج دریا کی قیادت، دعا اور روحانی توجہ کو فیصلہ کن حیثیت,حضرت سید محمد موجِ دریا کی قیادت، دعا اور روحانی توجہ کو فیصلہ کن حیثیت,ur/ar,yes,SRC003 p.1 line 1522
VAR_60481D0FDB,ENT_4CBAE5E411,حضرت سید محمد موج دریا کے سپرد کیا، جنہیں اپ نے اپنا نايب مقرر فرمایا,حضرت سید محمد موجِ دریا کے سپرد کیا، جنہیں آپ نے اپنا نائب مقرر فرمایا,ur/ar,yes,SRC003 p.1 line 1519
VAR_3B9B9324BA,ENT_46C0716745,حضرت سید محمود بن سید احمد شاہ بن سید عبداللہ بن علی الاصغر بن جعفر,حضرت سید محمود بن سید احمد شاہ بن سید عبداللہ بن علی الاصغر بن جعفر,ur/ar,yes,SRC003 p.1 line 1150
VAR_7F5867A732,ENT_C96222C5F6,حضرت سید محمود بن سید احمد شاہ علیہ الرحمہ حضرت سید محمود بن سید احمد,حضرت سید محمود بن سید احمد شاہ علیہ الرحمہ حضرت سید محمود بن سید احمد,ur/ar,yes,SRC003 p.1 line 1148
VAR_1AE71BAE03,ENT_E6FDA62547,حضرت سید محمود علیہ الرحمہ کے بارے میں مخطوطات اور قدیم تذکروں میں درج ہے,حضرت سید محمود علیہ الرحمہ کے بارے میں مخطوطات اور قدیم تذکروں میں درج ہے,ur/ar,yes,SRC003 p.1 line 1151
VAR_08ABEE77C1,ENT_19C74EC1E3,حضرت سید محمود نر ناصرالدین بخاری نقوی رحمۃ اللہ علیہ کی نسل اج بھی برصغیر،,حضرت سید محمود نر ناصرالدین بخاری نقوی رحمۃ اللہ علیہ کی نسل آج بھی برصغیر،,ur/ar,yes,SRC003 p.1 line 1465
VAR_E418F03E0B,ENT_39CD626050,حضرت سید محمود نر ناصرالدین بخاری نقوی رحمۃ اللہ علیہ، سلسلہ جلالیہ کے عظیم خانوادے,حضرت سید محمود نر ناصرالدین بخاری نقوی رحمۃ اللہ علیہ، سلسلہ جلالیہ کے عظیم خانوادے,ur/ar,yes,SRC003 p.1 line 1429
VAR_3F6522C42E,ENT_9FA0E6E91C,حضرت سید محمود نر ناصرالدین نقوی البخاری رحمۃ اللہ علیہ فرزند حضرت مخدوم جہانیاں جہاں,حضرت سید محمود نر ناصرالدین نقوی البخاری رحمۃ اللہ علیہ (فرزند حضرت مخدوم جہانیاں جہاں,ur/ar,yes,SRC003 p.1 line 1429
VAR_65FFCED1D8,ENT_0A337A18BC,حضرت سید محمود کا وصال تاریخ,حضرت سید محمود کا وصال تاریخ,ur/ar,yes,SRC003 p.1 line 1155
VAR_041E53A973,ENT_F27EC03718,حضرت سید محمود، حضرت سید محمد اور پھر حضرت سید جعفر حسینی بخاری جیسے اکابر,حضرت سید محمود، حضرت سید محمد اور پھر حضرت سید جعفر حسینی بخاری جیسے اکابر,ur/ar,yes,SRC003 p.1 line 1185
VAR_0501B2C91C,ENT_8BAB19CF5C,حضرت سید مخدوم جہانیاں جہاں گشت رحمۃ اللہ علیہ بھی اعتقادی طور پر اثنا عشری,حضرت سید مخدوم جہانیاں جہاں گشت رحمۃ اللہ علیہ بھی اعتقادی طور پر اثنا عشری,ur/ar,yes,SRC003 p.1 line 935
VAR_3B16904FF1,ENT_7FFD204CEB,حضرت سید ناصر الدین مودود نقوی چشتی صاحب حافظ اللہ کو اپ کے خلفاء کو،,حضرت سید ناصر الدین مودود نقوی چشتی صاحب حافظِ اُللّٰہ کو آپ کے خلفاء کو،,ur/ar,yes,SRC003 p.1 line 1837
VAR_A7855F6EFA,ENT_18031513F3,حضرت سید ناصرالدین بخاری رحمۃ اللہ علیہ المعروف محمود نر ناصرالدین کے فرزند اور حضرت,حضرت سید ناصرالدین بخاری رحمۃ اللہ علیہ (المعروف محمود نر ناصرالدین) کے فرزند اور حضرت,ur/ar,yes,SRC003 p.1 line 1466
VAR_5ABC0AF22A,ENT_ABD194FAE0,حضرت سید نظام الدین بخاری جن کے عہد میں خاندانی ذمہ داریوں کا عملی بوجھ,حضرت سید نظامُ الدین بخاری جن کے عہد میں خاندانی ذمہ داریوں کا عملی بوجھ,ur/ar,yes,SRC003 p.1 line 1499
VAR_D765C3C073,ENT_FD60ACDB27,حضرت سید نظام الدین بخاری رحمۃ اللہ علیہ سادات نقوی بخاری کے ان جلیل القدر,حضرت سید نظام الدین بخاری رحمۃ اللہ علیہ ساداتِ نقوی بخاری کے اُن جلیل القدر,ur/ar,yes,SRC003 p.1 line 1501
VAR_94276012A0,ENT_CF06401E2E,حضرت سید نظام الدین بخاری رحمۃ اللہ علیہ فرزند حضرت سید جلال الدین بن سید,حضرت سید نظام الدین بخاری رحمۃ اللہ علیہ فرزندِ حضرت سید جلال الدین بن سید,ur/ar,yes,SRC003 p.1 line 1501
VAR_74F980F02D,ENT_A79793A3EC,حضرت سید نظام الدین بخاری کے دو صاحبزادے تھے,حضرت سید نظام الدین بخاری کے دو صاحبزادے تھے,ur/ar,yes,SRC003 p.1 line 1505
VAR_B088CE7455,ENT_BA986F2910,حضرت سید نظام الدین بن حضرت سید جلال الدین بن سید علم الدین بخاری رحمۃ,حضرت سید نظام الدین بن حضرت سید جلال الدین بن سید علم الدین بخاری رحمۃ,ur/ar,yes,SRC003 p.1 line 1502
VAR_A15FEC6BF1,ENT_3265288A42,حضرت سید نظام الدین نے یہ تمام ذمہ داریاں کسی ظاہری شہرت کے بغیر نہایت,حضرت سید نظام الدین نے یہ تمام ذمہ داریاں کسی ظاہری شہرت کے بغیر نہایت,ur/ar,yes,SRC003 p.1 line 1502
VAR_CB083DFCEB,ENT_CC43ED47D8,حضرت سیدہ ام الخیر فاطمہ رحمۃ اللہ علیہا تھیں، جن کا نسب حسب روایت درج,حضرت سیدہ اُمّ الخیر فاطمہ رحمۃ اللہ علیہا تھیں، جن کا نسب حسبِ روایت درج,ur/ar,yes,SRC003 p.1 line 890
VAR_01EC9B6C1B,ENT_0DDCED4340,حضرت شاہ جمال بخاری کی درگاہ، جو سرخ پوش بخاری خانوادے سے تعلق رکھتی ہے۔,حضرت شاہ جمال بخاری کی درگاہ، جو سرخ پوش بخاری خانوادے سے تعلق رکھتی ہے۔,ur/ar,yes,SRC003 p.1 line 1308
VAR_4C0E65B910,ENT_85C22C5232,حضرت شاہ حسین تھا بعض لوگوں نے سازش کے تحت ان کا نام عثمان مروندی,حضرت شاہ حسین تھا بعض لوگوں نے سازش کے تحت ان کا نام عثمان مروندی,ur/ar,yes,SRC003 p.1 line 911
