entity_id,preferred_english_title,suggested_urdu_title,canonical_key,language_group,occurrence_count,variant_count,relationship_edge_count,parent_names,child_names,main_path_order,source_ids,source_pages,source_refs_sample,known_or_suggested_wikidata_qid,notability_score_0_100,deletion_risk_score_0_100,page_class,simplewiki_recommendation,urduwiki_recommendation,wikidata_recommendation,duplicate_risk_flag,suspect_entity_reason,privacy_review_required,suggested_categories_en,suggested_categories_ur,draft_context_summary,all_variants_pipe
ENT_30DDE5CD4F,حضرت شیخُ الاسلام سید عبدالقادر جیلانی غوثِ پاک سے جا ملا، یوں آپ دونوں کی,حضرت شیخُ الاسلام سید عبدالقادر جیلانی غوثِ پاک سے جا ملا، یوں آپ دونوں کی,حضرت شیخ الاسلام سید عبدالقادر جیلانی غوث پاک سے جا ملا، یوں اپ دونوں کی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1600,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: ان کی اولاد سندھ، پاکستان میں آ کر آباد ہوئی چند سال گزرنے کے بعد دونوں بھائیوں نے سلسلۂ قادریہ میں بیعت کی، اور اس بیعتِ تصوف کے ذریعے آپ کا شجرۂ طریقت حضرت شیخُ الاسلام سید عبدالقادر جیلانیؒ غوثِ پاک سے جا ملا، یوں آپ دونوں کی بیعت کا سلسلۂ طریقت انہی تک پہنچتا ہے۔,حضرت شیخُ الاسلام سید عبدالقادر جیلانی غوثِ پاک سے جا ملا، یوں آپ دونوں کی
ENT_5A14E245B0,حضرت ضرار رضی اللہ عنہ، حضرت مقوم رضی اللہ عنہ، اور حضرت حجل رضی اللہ,حضرت ضرار رضی اللہ عنہ، حضرت مقوم رضی اللہ عنہ، اور حضرت حجل رضی اللہ,حضرت ضرار رضی اللہ عنہ، حضرت مقوم رضی اللہ عنہ، اور حضرت حجل رضی اللہ,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 23,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: اولاد (بیٹے) حضرت عبدالمطلب علیہ السلام کے بیٹے یہ تھے: حضرت الحارث رضی اللہ عنہ، حضرت زبیر رضی اللہ عنہ، حضرت ابو طالب علیہ السلام (والدِ مولا علی علیہ السلام)، حضرت عبداللہ علیہ السلام (والدِ رسول اکرم ﷺ)، حضرت حمزہ رضی اللہ عنہ (سیدُ الشہداء)، حضرت عباس رضی اللہ عنہ، ابو لہب (...,حضرت ضرار رضی اللہ عنہ، حضرت مقوم رضی اللہ عنہ، اور حضرت حجل رضی اللہ
ENT_47C9783BD5,حضرت طالب بن ابی طالب (رضی اللہ عنہ ) ان کے بارے میں اختلاف پایا,حضرت طالب بن ابی طالب (رضی اللہ عنہ ) ان کے بارے میں اختلاف پایا,حضرت طالب بن ابی طالب رضی اللہ عنہ ان کے بارے میں اختلاف پایا,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 219,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: ● حضرت طالب بن ابی طالب (رضی اللہ عنہ ) ان کے بارے میں اختلاف پایا جاتا ہے کہ آیا ایمان لائے یا نہیں، تاہم وہ اہلِ بیت کے خانوادے سے تھے۔,حضرت طالب بن ابی طالب (رضی اللہ عنہ ) ان کے بارے میں اختلاف پایا
ENT_4F1134DC99,حضرت عباس، جعفر، عبداللہ، اور عثمان پیدا ہوئے۔,حضرت عباس، جعفر، عبداللہ، اور عثمان پیدا ہوئے۔,حضرت عباس، جعفر، عبداللہ، اور عثمان پیدا ہويے۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 240,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: فاطمہ بنت حزام (ام البنین) سلامُ اللہ علیہا بافضیلت خاتون، جن سے حضرت عباسؑ، جعفرؒ، عبداللہؒ، اور عثمانؒ پیدا ہوئے۔,حضرت عباس، جعفر، عبداللہ، اور عثمان پیدا ہوئے۔
ENT_961B351A99,حضرت عبداللہ بن جعفر نے ہمیشہ حضرت زینب کے اہلِ بیت سے قلبی تعلق اور,حضرت عبداللہ بن جعفر نے ہمیشہ حضرت زینب کے اہلِ بیت سے قلبی تعلق اور,حضرت عبداللہ بن جعفر نے ہمیشہ حضرت زینب کے اہل بیت سے قلبی تعلق اور,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 469,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: حضرت عبداللہ بن جعفرؑ نے ہمیشہ حضرت زینبؑ کے اہلِ بیتؑ سے قلبی تعلق اور امام حسینؑ سے وفاداری کی حمایت کی، حتیٰ کہ کربلا کے سفر میں اپنی زوجہ کو جانے کی اجازت دی۔,حضرت عبداللہ بن جعفر نے ہمیشہ حضرت زینب کے اہلِ بیت سے قلبی تعلق اور
ENT_1EC28B25DF,حضرت عبداللہ رضی اللہ عنہ کربلا میں شہادت,حضرت عبداللہ رضی اللہ عنہ کربلا میں شہادت,حضرت عبداللہ رضی اللہ عنہ کربلا میں شہادت,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 453,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: مشہور اور مستند نام درج ذیل ہیں: • حضرت خَولہ بنتِ منظور رضی اللہ عنہا • حضرت اُمِّ بشیر بنت ابو مسعود انصاری رضی اللہ عنہا • حضرت اُمِّ اسحاق بنت طلحہ رضی اللہ عنہا • جعدہ بنتِ اشعث بن قیس جن کے بارے میں معتبر تاریخی مصادر میں آیا ہے کہ انہوں نے امام حسن مجتبیٰ علیہ السلام کو زہ...,حضرت عبداللہ رضی اللہ عنہ کربلا میں شہادت
ENT_FA9B91AA83,حضرت عبداللہ سے ہوتا ہوا علی المؤید اور سید جلال الدین سرخ پوش بخاری تک,حضرت عبداللہ سے ہوتا ہوا علی المؤید اور سید جلال الدین سرخ پوش بخاری تک,حضرت عبداللہ سے ہوتا ہوا علی الموید اور سید جلال الدین سرخ پوش بخاری تک,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1834,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: قات ہوئی تھی، جبکہ خادم الفقرا ء و المساکین مخدوم حامد محمد نوبہار خامس المعروف مخدوم سید سلطان جہانیاں نقوی بخاری سجادہ نشین دربار عالیہ جلالیہ اوچ شریف صاحب بھی سید محبت علی کی اولاد و نسل کو بخوبی پہچانتے ہیں اور ان کی تاریخ سے بھی واقف ہیں مزید معلومات معتبر شیعہ اثنا عشری ذر...,حضرت عبداللہ سے ہوتا ہوا علی المؤید اور سید جلال الدین سرخ پوش بخاری تک
ENT_3325F7D300,حضرت عبداللہ علیہ السلام اور والدہ مکرمہ حضرت آمنہ بنت وہب سلامُ اللہ علیہا کا,حضرت عبداللہ علیہ السلام اور والدہ مکرمہ حضرت آمنہ بنت وہب سلامُ اللہ علیہا کا,حضرت عبداللہ علیہ السلام اور والدہ مکرمہ حضرت امنہ بنت وہب سلام اللہ علیہا کا,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 127,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: والد گرامی حضرت عبداللہ علیہ السلام اور والدہ مکرمہ حضرت آمنہ بنت وہب سلامُ اللہ علیہا کا سایہ بچپن ہی میں اٹھ گیا، مگر اللہ تعالیٰ نے خود آپ کی پرورش کا اہتمام فرمایا۔,حضرت عبداللہ علیہ السلام اور والدہ مکرمہ حضرت آمنہ بنت وہب سلامُ اللہ علیہا کا
ENT_5A13DE3C15,حضرت عبداللہ علیہ السلام اپنے وقت کے حسین ترین، باوقار ترین اور بااخلاق نوجوانوں میں,حضرت عبداللہ علیہ السلام اپنے وقت کے حسین ترین، باوقار ترین اور بااخلاق نوجوانوں میں,حضرت عبداللہ علیہ السلام اپنے وقت کے حسین ترین، باوقار ترین اور بااخلاق نوجوانوں میں,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 66,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: اہلِ مکہ اس بات پر متفق تھے کہ حضرت عبداللہ علیہ السلام اپنے وقت کے حسین ترین، باوقار ترین اور بااخلاق نوجوانوں میں شمار ہوتے تھے۔,حضرت عبداللہ علیہ السلام اپنے وقت کے حسین ترین، باوقار ترین اور بااخلاق نوجوانوں میں
ENT_E0AD46AB3D,حضرت عبداللہ علیہ السلام ایک تجارتی قافلے کے ساتھ شام کے سفر پر روانہ ہوئے۔,حضرت عبداللہ علیہ السلام ایک تجارتی قافلے کے ساتھ شام کے سفر پر روانہ ہوئے۔,حضرت عبداللہ علیہ السلام ایک تجارتی قافلے کے ساتھ شام کے سفر پر روانہ ہويے۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 74,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: تجارت اور سفر: نکاح کے کچھ ہی عرصہ بعد حضرت عبداللہ علیہ السلام ایک تجارتی قافلے کے ساتھ شام کے سفر پر روانہ ہوئے۔,حضرت عبداللہ علیہ السلام ایک تجارتی قافلے کے ساتھ شام کے سفر پر روانہ ہوئے۔
ENT_493210674B,حضرت عبداللہ علیہ السلام تھے جو والدِ رسول اکرم ہیں۔,حضرت عبداللہ علیہ السلام تھے جو والدِ رسول اکرم ہیں۔,حضرت عبداللہ علیہ السلام تھے جو والد رسول اکرم ہیں۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 23,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: اولاد (بیٹے) حضرت عبدالمطلب علیہ السلام کے بیٹے یہ تھے: حضرت الحارث رضی اللہ عنہ، حضرت زبیر رضی اللہ عنہ، حضرت ابو طالب علیہ السلام (والدِ مولا علی علیہ السلام)، حضرت عبداللہ علیہ السلام (والدِ رسول اکرم ﷺ)، حضرت حمزہ رضی اللہ عنہ (سیدُ الشہداء)، حضرت عباس رضی اللہ عنہ، ابو لہب (...,حضرت عبداللہ علیہ السلام تھے جو والدِ رسول اکرم ہیں۔
ENT_8D9BA9203C,حضرت عبداللہ علیہ السلام حضرت عبدالمطلب علیہ السلام کے سب سے چھوٹے بیٹوں میں شمار,حضرت عبداللہ علیہ السلام حضرت عبدالمطلب علیہ السلام کے سب سے چھوٹے بیٹوں میں شمار,حضرت عبداللہ علیہ السلام حضرت عبدالمطلب علیہ السلام کے سب سے چھوٹے بیٹوں میں شمار,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 25,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: وضاحت یہ ہے کہ حضرت عبداللہ علیہ السلام حضرت عبدالمطلب علیہ السلام کے سب سے چھوٹے بیٹوں میں شمار ہوتے تھے، جبکہ حضرت ابو طالب علیہ السلام عمر میں ان سے بڑے تھے، اسی لیے حضرت عبدالمطلب علیہ السلام کی وفات کے بعد رسول اکرم ﷺ کی کفالت حضرت ابو طالب علیہ السلام کے سپرد کی گئی۔,حضرت عبداللہ علیہ السلام حضرت عبدالمطلب علیہ السلام کے سب سے چھوٹے بیٹوں میں شمار
ENT_0D09B62CB8,حضرت عبداللہ علیہ السلام شرک، بت پرستی اور جاہلی رسوم سے مکمل بیزار تھے اور,حضرت عبداللہ علیہ السلام شرک، بت پرستی اور جاہلی رسوم سے مکمل بیزار تھے اور,حضرت عبداللہ علیہ السلام شرک، بت پرستی اور جاہلی رسوم سے مکمل بیزار تھے اور,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 83,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: حضرت عبداللہ علیہ السلام شرک، بت پرستی اور جاہلی رسوم سے مکمل بیزار تھے اور دینِ ابراہیمی پر قائم تھے یہ بات اکثر سیرت کی معتبر کتب میں صراحتاً ملتی ہے۔,حضرت عبداللہ علیہ السلام شرک، بت پرستی اور جاہلی رسوم سے مکمل بیزار تھے اور
ENT_A068A83979,حضرت عبداللہ علیہ السلام نے چند اونٹ، چند بکریاں اور ایک باندی ترکہ میں چھوڑیں۔,حضرت عبداللہ علیہ السلام نے چند اونٹ، چند بکریاں اور ایک باندی ترکہ میں چھوڑیں۔,حضرت عبداللہ علیہ السلام نے چند اونٹ، چند بکریاں اور ایک باندی ترکہ میں چھوڑیں۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 79,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: ترکہ: وصال کے وقت حضرت عبداللہ علیہ السلام نے چند اونٹ، چند بکریاں اور ایک باندی ترکہ میں چھوڑیں۔,حضرت عبداللہ علیہ السلام نے چند اونٹ، چند بکریاں اور ایک باندی ترکہ میں چھوڑیں۔
ENT_C7CDACE0BF,حضرت عبداللہ علیہ السلام کا نام نکلا، مگر بعد ازاں اللہ تعالیٰ کے حکم سے,حضرت عبداللہ علیہ السلام کا نام نکلا، مگر بعد ازاں اللہ تعالیٰ کے حکم سے,حضرت عبداللہ علیہ السلام کا نام نکلا، مگر بعد ازاں اللہ تعالی کے حکم سے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 72,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: قرعہ اندازی کے ذریعے حضرت عبداللہ علیہ السلام کا نام نکلا، مگر بعد ازاں اللہ تعالیٰ کے حکم سے اونٹوں کو فدیہ بنا کر حضرت عبداللہ علیہ السلام کی جان بچائی گئی۔,حضرت عبداللہ علیہ السلام کا نام نکلا، مگر بعد ازاں اللہ تعالیٰ کے حکم سے
ENT_820CC24010,حضرت عبداللہ علیہ السلام کی جان بچائی گئی۔,حضرت عبداللہ علیہ السلام کی جان بچائی گئی۔,حضرت عبداللہ علیہ السلام کی جان بچايی گيی۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 72,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: قرعہ اندازی کے ذریعے حضرت عبداللہ علیہ السلام کا نام نکلا، مگر بعد ازاں اللہ تعالیٰ کے حکم سے اونٹوں کو فدیہ بنا کر حضرت عبداللہ علیہ السلام کی جان بچائی گئی۔,حضرت عبداللہ علیہ السلام کی جان بچائی گئی۔
ENT_386FA38032,حضرت عبداللہ علیہ السلام کی نذر اور فدیہ,حضرت عبداللہ علیہ السلام کی نذر اور فدیہ,حضرت عبداللہ علیہ السلام کی نذر اور فدیہ,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 28,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: اہم تاریخی واقعات • زمزم کی دوبارہ دریافت • اصحابِ فیل کے موقع پر ابرہہ کے سامنے کعبہ کا دفاع • حضرت عبداللہ علیہ السلام کی نذر اور فدیہ • رسول اکرم صلی اللہ علیہ وآلہ وسلم کی کفالت وفات وفات: مکہ مکرمہ عمر: تقریباً اسی برس وفات کا زمانہ: رسول اکرم صلی اللہ علیہ وآلہ وسلم کی عمر ...,حضرت عبداللہ علیہ السلام کی نذر اور فدیہ
ENT_7F5B54ACC6,حضرت عبداللہ علیہ السلام کی پیشانی میں وہ نورِ نبوت جلوہ گر تھا جو بعد,حضرت عبداللہ علیہ السلام کی پیشانی میں وہ نورِ نبوت جلوہ گر تھا جو بعد,حضرت عبداللہ علیہ السلام کی پیشانی میں وہ نور نبوت جلوہ گر تھا جو بعد,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 82,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: مؤرخین نے لکھا ہے کہ حضرت عبداللہ علیہ السلام کی پیشانی میں وہ نورِ نبوت جلوہ گر تھا جو بعد میں حضرت محمد مصطفیٰ صلی اللہ علیہ وآلہ وسلم کی ذاتِ اقدس میں ظاہر ہوا۔,حضرت عبداللہ علیہ السلام کی پیشانی میں وہ نورِ نبوت جلوہ گر تھا جو بعد
ENT_6B9FC72878,حضرت عبداللہ علیہ السلام کے نام نکلی، مگر اللہ تعالیٰ نے سو اونٹوں کے فدیے,حضرت عبداللہ علیہ السلام کے نام نکلی، مگر اللہ تعالیٰ نے سو اونٹوں کے فدیے,حضرت عبداللہ علیہ السلام کے نام نکلی، مگر اللہ تعالی نے سو اونٹوں کے فدیے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 50,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: قرعہ اندازی حضرت عبداللہ علیہ السلام کے نام نکلی، مگر اللہ تعالیٰ نے سو اونٹوں کے فدیے کے ذریعے اس قربانی کو روک دیا۔,حضرت عبداللہ علیہ السلام کے نام نکلی، مگر اللہ تعالیٰ نے سو اونٹوں کے فدیے
ENT_05437CB42D,حضرت عبدالمطلب بن ہاشم علیہ السلام مکہ معظمہ کے رئیس، قریش کے سردار، حاجیوں کو,حضرت عبدالمطلب بن ہاشم علیہ السلام مکہ معظمہ کے رئیس، قریش کے سردار، حاجیوں کو,حضرت عبدالمطلب بن ہاشم علیہ السلام مکہ معظمہ کے ريیس، قریش کے سردار، حاجیوں کو,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 61,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: والدین: آپ کے والد ماجد حضرت عبدالمطلب بن ہاشم علیہ السلام مکہ معظمہ کے رئیس، قریش کے سردار، حاجیوں کو پانی پلانے اور کھانا کھلانے کی عظیم خدمت انجام دینے والے، صاحبِ وقار اور موحد شخصیت تھے۔,حضرت عبدالمطلب بن ہاشم علیہ السلام مکہ معظمہ کے رئیس، قریش کے سردار، حاجیوں کو
ENT_9B61461601,حضرت عبدالمطلب علیہ السلام :السیرۃ النبویۃ از ابن ہشام، السیرۃ النبویۃ از ابن اسحاق (بروایت,حضرت عبدالمطلب علیہ السلام :السیرۃ النبویۃ از ابن ہشام، السیرۃ النبویۃ از ابن اسحاق (بروایت,حضرت عبدالمطلب علیہ السلام السیرۃ النبویۃ از ابن ہشام، السیرۃ النبویۃ از ابن اسحاق بروایت,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 16,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: عدنان تا حضرت عبدالمطلب علیہ السلام :السیرۃ النبویۃ از ابن ہشام، السیرۃ النبویۃ از ابن اسحاق (بروایت ابن ہشام)، البدایہ والنہایہ از ابنِ کثیر، انساب الاشراف از البلاذری، الطبقات الکبریٰ از ابن سعد، الاستیعاب فی معرفۃ الاصحاب از ابن عبد البر، اسد الغابۃ فی معرفۃ الصحابۃ از ابن الا...,حضرت عبدالمطلب علیہ السلام :السیرۃ النبویۃ از ابن ہشام، السیرۃ النبویۃ از ابن اسحاق (بروایت
ENT_3A9F3518DD,حضرت عبدالمطلب علیہ السلام حوالہ جات: حضرت آدم علیہ السلام تا حضرت اسماعیل علیہ السلام,حضرت عبدالمطلب علیہ السلام حوالہ جات: حضرت آدم علیہ السلام تا حضرت اسماعیل علیہ السلام,حضرت عبدالمطلب علیہ السلام حوالہ جات حضرت ادم علیہ السلام تا حضرت اسماعیل علیہ السلام,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 14,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: طبع) ← ال ← عدنان ← معد ← نزار ← مضر ← الیاس ← مدرکہ ← خزیمہ ← کنانہ ← نضر ← مالک ← فہر ← غالب ← لؤی ← کعب ← مرہ ← کلاب ← قصی ← عبد مناف ← ہاشم ← (شیبہ) حضرت عبدالمطلب علیہ السلام حوالہ جات: حضرت آدم علیہ السلام تا حضرت اسماعیل علیہ السلام: القرآن الکریم، تفسیر ابنِ کثیر (قصص الا...,حضرت عبدالمطلب علیہ السلام حوالہ جات: حضرت آدم علیہ السلام تا حضرت اسماعیل علیہ السلام
ENT_D70BBE3AE1,حضرت عبدالمطلب علیہ السلام موحّد تھے آپ دینِ ابراہیمی پر قائم تھے، بت پرستی سے,حضرت عبدالمطلب علیہ السلام موحّد تھے آپ دینِ ابراہیمی پر قائم تھے، بت پرستی سے,حضرت عبدالمطلب علیہ السلام موحد تھے اپ دین ابراہیمی پر قايم تھے، بت پرستی سے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 27,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: عقیدہ اور دین حضرت عبدالمطلب علیہ السلام موحّد تھے آپ دینِ ابراہیمی پر قائم تھے، بت پرستی سے سخت نفرت کرتے تھے، شراب، زنا اور ظلم کو حرام سمجھتے تھے، اور اللہ واحد پر کامل ایمان رکھتے تھے۔,حضرت عبدالمطلب علیہ السلام موحّد تھے آپ دینِ ابراہیمی پر قائم تھے، بت پرستی سے
ENT_60CED82234,حضرت عبدالمطلب علیہ السلام نے اپنے سب سے بڑے بیٹے حارث کو مدینہ منورہ بھیجا،,حضرت عبدالمطلب علیہ السلام نے اپنے سب سے بڑے بیٹے حارث کو مدینہ منورہ بھیجا،,حضرت عبدالمطلب علیہ السلام نے اپنے سب سے بڑے بیٹے حارث کو مدینہ منورہ بھیجا،,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 76,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: تاریخِ وفات اور مدفن: حضرت عبدالمطلب علیہ السلام نے اپنے سب سے بڑے بیٹے حارث کو مدینہ منورہ بھیجا، مگر ان کے پہنچنے سے قبل ہی حضرت عبداللہ علیہ السلام کا وصال ہو چکا تھا۔,حضرت عبدالمطلب علیہ السلام نے اپنے سب سے بڑے بیٹے حارث کو مدینہ منورہ بھیجا،
ENT_8F60D57DA0,حضرت عبدالمطلب علیہ السلام نے اپنے فرزند کے وصال پر گہرے رنج و غم کا,حضرت عبدالمطلب علیہ السلام نے اپنے فرزند کے وصال پر گہرے رنج و غم کا,حضرت عبدالمطلب علیہ السلام نے اپنے فرزند کے وصال پر گہرے رنج و غم کا,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 81,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: شان و مقام: روایات کے مطابق حضرت عبدالمطلب علیہ السلام نے اپنے فرزند کے وصال پر گہرے رنج و غم کا اظہار کرتے ہوئے فرمایا کہ میرے بیٹوں میں عبداللہ سب سے زیادہ صاحبِ نور اور معزز تھے۔,حضرت عبدالمطلب علیہ السلام نے اپنے فرزند کے وصال پر گہرے رنج و غم کا
ENT_5CAA87F4C6,حضرت عبدالمطلب علیہ السلام نے رسول اکرم صلی اللہ علیہ وآلہ وسلم کی ولادت کے,حضرت عبدالمطلب علیہ السلام نے رسول اکرم صلی اللہ علیہ وآلہ وسلم کی ولادت کے,حضرت عبدالمطلب علیہ السلام نے رسول اکرم صلی اللہ علیہ والہ وسلم کی ولادت کے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 52,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: حضرت عبدالمطلب علیہ السلام نے رسول اکرم صلی اللہ علیہ وآلہ وسلم کی ولادت کے بعد آپ کی خصوصی کفالت فرمائی۔,حضرت عبدالمطلب علیہ السلام نے رسول اکرم صلی اللہ علیہ وآلہ وسلم کی ولادت کے
